id_yelp,nombre_negocio,alias,rating,reseñas,precio,categorias,direccion,ciudad,estado,codigo_postal,pais,telefono,telefono_display,esta_cerrado,url_yelp,image_url,distancia
xoi7Cw7FoknAx5p880RtWQ,Au Cheval,au-cheval-chicago,4.4,9325,$$,"Bars, Burgers, American","800 W Randolph St, Chicago, IL 60607",Chicago,IL,60607,US,+13129294580,(312) 929-4580,False,https://www.yelp.com/biz/au-cheval-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/vKY9dRK2GM6eQDP-Cxg_tw/o.jpg,3382.5619870115283
xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,the-vig-chicago-chicago-2,4.1,905,$$,"American, Cocktail Bars, Breakfast & Brunch","1527 N Wells St, Chicago, IL 60610",Chicago,IL,60610,US,+13129822186,(312) 982-2186,False,https://www.yelp.com/biz/the-vig-chicago-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/LTJQDXJAzGTfUuyRbhsb4A/o.jpg,3623.198320643157
1BHgaf25FpVSOXFpZF0pYw,Trivoli Tavern,trivoli-tavern-chicago,4.5,839,$$$,American,"114 N Green St, Chicago, IL 60607",Chicago,IL,60607,US,+13123662646,(312) 366-2646,False,https://www.yelp.com/biz/trivoli-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/kMNBfN-NjwMPEeAQwo0Qrg/o.jpg,3373.2131317248645
m5gfWEQI7BYTKWMYF-X-Ug,No Vacancy,no-vacancy-chicago,4.6,149,$$,"New American, Wine Bars, Venues & Event Spaces","509 N Wells St, Chicago, IL 60654",Chicago,IL,60654,US,+13125006666,(312) 500-6666,False,https://www.yelp.com/biz/no-vacancy-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/Jk2yAguTafL3bD_8ZXWcyw/o.jpg,3968.446681064761
1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,il-porcellino-chicago,4.4,1646,$$,"Italian, Bars, Salad","59 W Hubbard St, Chicago, IL 60654",Chicago,IL,60654,US,+13125950800,(312) 595-0800,False,https://www.yelp.com/biz/il-porcellino-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/zrAfaD2GsQLkel9UZAjZdg/o.jpg,4279.188564018985
Z45eQgbnFWH--PYPLTFhNg,Void,void-chicago,4.8,40,No especificado,"Italian, Seafood, Cocktail Bars","2937 N Milwaukee Ave, Chicago, IL 60618",Chicago,IL,60618,US,,,False,https://www.yelp.com/biz/void-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/FT4jEyk1Rlfgtwt2rqcgeQ/o.jpg,4584.662883482383
ngB0iQM1Yz7Nx_tQZqU7NA,Daisies,daisies-chicago,4.3,690,$$$,"Pasta Shops, New American, Cocktail Bars","2375 N Milwaukee Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17736979443,(773) 697-9443,False,https://www.yelp.com/biz/daisies-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/_sOKwd53ToEsElmBUjC2Dw/o.jpg,2799.3558599154912
n5jRD0dlY6Dl672THS7yFA,Mister Tiger,mister-tiger-chicago,4.6,54,No especificado,Korean,"1132 W Grand Ave, Chicago, IL 60642",Chicago,IL,60642,US,+13122195211,(312) 219-5211,False,https://www.yelp.com/biz/mister-tiger-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/nBGQQx_01FaL5bqywu9loA/o.jpg,2377.173880885762
tuJraaFffIS_JNK_4ZqGTA,Ema,ema-chicago-6,4.3,1850,$$,"Mediterranean, Tapas/Small Plates, Salad","74 W Illinois St, Chicago, IL 60654",Chicago,IL,60654,US,+13125275586,(312) 527-5586,False,https://www.yelp.com/biz/ema-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/EA7Wq13hk7PKgZ4xl5hUJQ/o.jpg,4189.6572301334145
W2QV6SILHer3qB_-CZ1z1A,etta - Bucktown,etta-bucktown-chicago,4.2,1131,$$$,"Pizza, New American, Breakfast & Brunch","1840 W North Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17737302277,(773) 730-2277,False,https://www.yelp.com/biz/etta-bucktown-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/vyMZ9UM1wC1AwZrSZouyJQ/o.jpg,669.6763838223678
zm6Peew9j8YtowzUu4sQfA,The Whale Chicago,the-whale-chicago-chicago,4.2,1047,$$,"New American, Breakfast & Brunch, Cocktail Bars","2427 N Milwaukee Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17738252900,(773) 825-2900,False,https://www.yelp.com/biz/the-whale-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/gdXiK79yPcmR9T1nKE2h9g/o.jpg,2975.457964091856
okaqMJEoHfHblpKz9Q-CMA,The Perch,the-perch-chicago,4.4,580,$$,"Breweries, New American","1932 W Division, Chicago, IL 60622",Chicago,IL,60622,US,+17734862739,(773) 486-2739,False,https://www.yelp.com/biz/the-perch-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/YTWeHweGurPHiKotVhDzCQ/o.jpg,239.42719598525488
--Yw337vTC4fLKRCaw-PLQ,XOchimilco Mexican Restaurant,xochimilco-mexican-restaurant-chicago,4.8,344,$$,Mexican,"2030-32 W Montrose Ave, Chicago, IL 60618",Chicago,IL,60618,US,+17736611534,(773) 661-1534,False,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/5Zf_QCE-uJy1FSmnz6w-AA/o.jpg,6275.480116128975
T_egMuf7xJHLdldzPqOaSQ,Qing Xiang Yuan Dumplings,qing-xiang-yuan-dumplings-chicago-3,4.4,1971,$$,"Barbeque, Dim Sum, Coffee & Tea","2002 S Wentworth Ave, Ste 103, Chicago, IL 60616",Chicago,IL,60616,US,+13127991118,(312) 799-1118,False,https://www.yelp.com/biz/qing-xiang-yuan-dumplings-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/eRzmXCDGjUut0AlNmsAW7g/o.jpg,6744.533138192748
wfkj7DK8YzhdwhhFc2OntA,Giant,giant-chicago-2,4.3,737,$$$,"New American, Beer Bar, Wine Bars","3209 W Armitage Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17732520997,(773) 252-0997,False,https://www.yelp.com/biz/giant-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/RHnjotvmwoObOE95kt5Prg/o.jpg,2803.5554542384516
Z8K7SVH-B7ZVAVD9aFIK8w,Bar Mar,bar-mar-by-josé-andrés-chicago-2,4.3,556,$$$,"Seafood, Cocktail Bars","120 N Wacker Dr, Chicago, IL 60606",Chicago,IL,60606,US,+13128206602,(312) 820-6602,False,https://www.yelp.com/biz/bar-mar-by-jos%C3%A9-andr%C3%A9s-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/ZfSYel2Muyh1hAqf6eRYZg/o.jpg,4102.904355999825
owk55_aszZtVP-SQPyXTIQ,Nora Restaurant,nora-restaurant-chicago,4.4,175,No especificado,"Mediterranean, Cocktail Bars, Sardinian","636 N St Clair St, Fl 1, Chicago, IL 60611",Chicago,IL,60611,US,+13128014446,(312) 801-4446,False,https://www.yelp.com/biz/nora-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/pkYVpOiAbnvFEf7SI0z-XA/o.jpg,4718.8654159812195
dKbk0C9z_mRXh24-0vIHqA,Mirra,mirra-chicago,4.3,84,No especificado,"Mexican, Indian","1954 W Armitage Ave, Chicago, IL 60622",Chicago,IL,60622,US,,,False,https://www.yelp.com/biz/mirra-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/26k4riQWH6QmZGbZbGT7yg/o.jpg,1412.390271591231
45Xno0A0IWY8A0JBgeQ7Eg,Brasero,brasero-chicago,4.6,111,No especificado,"Latin American, New American, Beer, Wine & Spirits","1709 W Chicago Ave, Chicago, IL 60622",Chicago,IL,60622,US,+18723422079,(872) 342-2079,False,https://www.yelp.com/biz/brasero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/C42BGNjfcMnzWCTqzZbxyw/o.jpg,1231.5429774185423
kiwMgtypE3TRrUkmTwA2Zw,Armitage Alehouse,armitage-alehouse-chicago,4.5,490,$$$,"Pubs, British, Seafood","1000 W Armitage Ave, Chicago, IL 60614",Chicago,IL,60614,US,+17732706402,(773) 270-6402,False,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/eW99z8kosu3zy1ZmTfcP4A/o.jpg,2471.6093917614694
apyIymDFbUK7u-Y3V5kmkA,Bavette's Bar & Boeuf,bavettes-bar-and-boeuf-chicago,4.5,3390,$$$$,"Steakhouses, Seafood, Bars","218 W Kinzie, Chicago, IL 60654",Chicago,IL,60654,US,+13126248154,(312) 624-8154,False,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/mhw9kdjyIBe1A0vGIKlI9Q/o.jpg,3965.6928058367052
vvhfPV-Llkd4fE2SHuLVvA,The Gage,the-gage-chicago,4.2,3628,$$,"New American, Cocktail Bars","24 S Michigan Ave, Chicago, IL 60603",Chicago,IL,60603,US,+13123724243,(312) 372-4243,False,https://www.yelp.com/biz/the-gage-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/cc3_kSvZf5RJVw3FnIe6bg/o.jpg,5131.438445540007
faOpq9ORL0FlsMrou2NYug,Amaru,amaru-chicago,4.7,452,$$$,"Latin American, Caribbean, Cocktail Bars","1904 W North Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17736879790,(773) 687-9790,False,https://www.yelp.com/biz/amaru-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/tfmIEwKvIdytd-_ZBJnxyQ/o.jpg,628.4117946560697
7vsOVA4wrHP6f3DMQdD8og,Volare Ristorante Italiano,volare-ristorante-italiano-chicago,4.3,3092,$$$,Italian,"201 E Grand Ave, Chicago, IL 60611",Chicago,IL,60611,US,+13124109900,(312) 410-9900,False,https://www.yelp.com/biz/volare-ristorante-italiano-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/88aPSSGsjO6R6l8lAEvnbg/o.jpg,4816.404695098029
FzYi3AVHoYZnWXe1BQrQEw,Mott St,mott-st-chicago-2,4.0,1110,$$,"Asian Fusion, Bars","1401 N Ashland Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17736879977,(773) 687-9977,False,https://www.yelp.com/biz/mott-st-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/iBWTHWKtysWkh3584nK-dw/o.jpg,881.6044146712651
ERYEi0job-Kwca1lkOcRhg,NoodleBird,noodlebird-chicago,4.3,130,$$,"Asian Fusion, Noodles","2957 W Diversey, Chicago, IL 60647",Chicago,IL,60647,US,+17737544000,(773) 754-4000,False,https://www.yelp.com/biz/noodlebird-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/GCdFIUMr58KVBJ7nG2bx7A/o.jpg,3600.441191242136
o0DaPvRb4IWH7hUWVCnoGw,Monteverde,monteverde-chicago,4.5,1440,$$$,"Italian, Desserts, Wine Bars","1020 W Madison St, Chicago, IL 60607",Chicago,IL,60607,US,+13128883041,(312) 888-3041,False,https://www.yelp.com/biz/monteverde-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/A0UG6ziTe9jmMbDC4O8fVg/o.jpg,3311.214645612105
FiDxI03abCAfA4pgl1NJ1w,Butcher and the Bear,butcher-and-the-bear-chicago,4.5,130,$$$$,"Steakhouses, Seafood, Burgers","2721 N Halsted St, Chicago, IL 60614",Chicago,IL,60614,US,+13129550306,(312) 955-0306,False,https://www.yelp.com/biz/butcher-and-the-bear-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/waIww1UxsuopxVQ1qFif2Q/o.jpg,3841.5913308312643
IMZE58oaY-gRlv3qK9BCdw,Tuk Tuk Thai Isan Street Food,tuk-tuk-thai-isan-street-food-chicago,4.4,285,$$,Thai,"2852 N Clark St, Chicago, IL 60657",Chicago,IL,60657,US,+17736619739,(773) 661-9739,False,https://www.yelp.com/biz/tuk-tuk-thai-isan-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/2Q8FZBIaGOZpd87Isl657A/o.jpg,4143.974916968981
UK5Xb8xqUOUBi5vQu0bQXQ,Maple & Ash,maple-and-ash-chicago,4.2,2445,$$$$,"Steakhouses, Seafood, Breakfast & Brunch","8 W Maple St, Chicago, IL 60610",Chicago,IL,60610,US,+13129448888,(312) 944-8888,False,https://www.yelp.com/biz/maple-and-ash-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/lgSei6itROdbc1SGqqgTlA/o.jpg,4073.8162241474706
0EcR5_zMAdyWf96owSBYbw,Wolf & Company,wolf-and-company-chicago,4.3,51,No especificado,"Cocktail Bars, Burgers, Delis","1752 N Western Ave, Chicago, IL 60647",Chicago,IL,60647,US,+13126279653,(312) 627-9653,False,https://www.yelp.com/biz/wolf-and-company-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/_WE1TfhZ8sXB9hFWOUvs-Q/o.jpg,1262.1896946998356
OM24LGQGFp1PfaiYrkOIbQ,Lilac Tiger,lilac-tiger-chicago-2,4.3,39,No especificado,"Indian, Cocktail Bars","1742 W Division St, Chicago, IL 60622",Chicago,IL,60622,US,,,False,https://www.yelp.com/biz/lilac-tiger-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/kkEQ0ydu9bJt0FtHyMEY0g/o.jpg,533.1111694691926
QFg4CAuJRC98_GXVjyrRpA,Chengdu Bistro,chengdu-bistro-chicago-2,4.5,47,No especificado,Chinese,"2211 W North Ave, Chicago, IL 60647",Chicago,IL,60647,US,+18723152926,(872) 315-2926,False,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/UkEZNdqMlkkF10Tc0Ht3Uw/o.jpg,694.6487331582257
XKUZV9O2sRFLDIpAmwmG5g,Boka,boka-chicago,4.3,1868,$$$$,New American,"1729 N Halsted St, Chicago, IL 60614",Chicago,IL,60614,US,+13123376070,(312) 337-6070,False,https://www.yelp.com/biz/boka-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/vwZ5WBrKuUyTpDf0YxftBQ/o.jpg,2619.8070506036206
PdbRfCs6fHZacu6L_5oHnA,Bistro Monadnock,bistro-monadnock-chicago,4.7,145,No especificado,"French, Cocktail Bars","325 S Federal St, Chicago, IL 60604",Chicago,IL,60604,US,+13129457040,(312) 945-7040,False,https://www.yelp.com/biz/bistro-monadnock-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/2M_uLc8u9nhLeFf1Uvg9ZA/o.jpg,5041.322422864629
Jht3PLwPH693bseS7J0FDA,Maxwells Trading,maxwells-trading-chicago,4.5,161,No especificado,New American,"1516 W Carroll Ave, Chicago, IL 60607",Chicago,IL,60607,US,+13128964410,(312) 896-4410,False,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,2211.8305483149006
